Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
2808	-23.11287	-44.10242	20.98955	0.008005	0.109927	0.0138163	0.0242151	0.0478332	0.0381855	0.000159978	0.0101894	0.0184965	0.000148679	0.0428337	0.00597732	0.0597874	0.0307521	0.063173	0.0586013	0.0198063	0.0649724	0.00784232	0.117908	0.00125919	0.246218	1.25126	1.558677	0.4413229	0.675015	0.825574	0.941953	1.06162	1.21128	1.48145	0.2841803	0.2831394	0.06559184	0.010761	0.147773	0.018573	0.032552	0.0643015	0.0513323	0.000215057	0.0136974	0.0248645	0.000199867	0.0575807	0.00803523	0.0803713	0.0413396	0.0849225	0.0787768	0.0266253	0.0873414	0.0105423	0.158502	0.0016927	0.215459	0.784541	0.2154592	0.7438896
2844	-29.66998	-47.32362	17.65364	0.0838223	0.0966145	0.0113684	0.0391182	0.0931797	0.00148454	0.0187096	0.0405801	0.0239975	0.00023009	0.0635195	0.0825643	0.0194652	0.0695884	0.0598782	0.00342016	0.00662434	0.0839432	0.0065921	0.034428	0.0403107	0.0322398	1.32259	0.4858611	1.514139	0.171176	0.422813	0.764478	1.30808	2.36511	5.84194	1.276262	3.116403	0.008125446	0.0953134	0.109859	0.0129269	0.0444808	0.105954	0.00168805	0.0212745	0.0461432	0.0272872	0.000261633	0.0722273	0.0938829	0.0221337	0.0791282	0.0680868	0.00388902	0.00753246	0.0954508	0.0074958	0.0391476	0.0458368	0.737153	0.262847	0.7371532	0.879439
2880	-23.5706	-43.91988	20.34929	0.0750657	0.18044	0.0138853	0.00664489	0.0540347	0.0236281	0.0439142	0.0446752	0.0577237	0.00247865	0.153285	0.0531323	0.0541494	0.025794	0.131493	0.0200112	0.00152555	0.0686113	0.00601205	0.0487175	0.0730995	0.367593	1.2108	1.796635	0.2033649	0.279492	0.537023	0.823688	1.21405	1.86212	3.57791	0.9217538	0.1131921	0.1011981	0.0659442	0.158514	0.012198	0.00583745	0.0474688	0.020757	0.0385781	0.0392465	0.0507095	0.00217746	0.134659	0.046676	0.0475695	0.0226597	0.115515	0.0175796	0.00134017	0.0602741	0.0052815	0.0427977	0.0642169	0.0932676	0.906732	0.09326756	1.138322
2916	-30.61068	-50.14194	19.53126	0.0189421	0.0331598	0.00103656	0.00542699	0.0068359	0.0383508	0.00617698	0.000236315	0.00666736	0.00100186	0.0457714	0.0247138	0.0110195	0.0519831	0.0216893	0.0484969	0.0322224	0.0305611	0.00565969	0.0256834	0.0402482	0.307662	1.23078	1.585894	0.4141063	0.0829648	0.29699	0.684708	1.46048	3.36712	12.0533	1.799963	0.2611186	0.08332439	0.0415503	0.0727375	0.00227374	0.0119043	0.0149948	0.0841242	0.0135495	0.000518366	0.0146251	0.00219763	0.100402	0.0542107	0.0241717	0.114027	0.0475764	0.10638	0.0706811	0.0670371	0.0124148	0.0563376	0.0882861	0.232054	0.767946	0.2320538	0.4558834
2952	-30.61888	-49.62982	19.01094	0.0147669	0.033972	0.000890606	0.000814264	0.0103528	0.0212711	0.00283448	0.0020369	0.00768659	0.00038249	0.00144824	0.00438923	0.00539614	0.0200836	0.0455484	0.0191955	0.00459028	0.00688218	0.00144925	0.00612796	0.0240031	0.950574	1.01648	1.769534	0.2304658	0.0850856	0.300669	0.687342	1.45488	3.32592	11.7529	1.781712	0.1302409	0.3117222	0.0630736	0.145104	0.00380403	0.00347795	0.0442195	0.0908546	0.0121068	0.00870018	0.0328316	0.00163372	0.00618585	0.0187476	0.0230484	0.0857827	0.19455	0.0819894	0.0196064	0.0293957	0.00619015	0.0261742	0.102524	0.0626156	0.937384	0.06261561	0.234122
2988	-37.97096	-55.78217	17.81121	0.0543387	0.0302253	0.0333523	0.0214862	0.0210186	0.0109402	0.0853352	0.0580763	0.0243172	0.00393712	0.0678272	0.051878	0.0940603	0.0042708	0.0442577	0.0410692	0.0609085	0.0300502	0.00878073	0.035175	0.0122721	1.12983	0.956724	1.422641	0.5773591	0.048226	0.227946	0.630457	1.58615	4.387	20.7357	2.192242	0.4058361	0.3936452	0.0684732	0.0380875	0.0420278	0.0270751	0.0264859	0.0137859	0.107532	0.0731829	0.0306426	0.00496124	0.0854703	0.0653724	0.118527	0.00538172	0.0557699	0.0517521	0.0767518	0.0378668	0.0110648	0.0443246	0.0154642	0.473876	0.526124	0.4738756	0.7935768
3024	-35.94681	-52.19116	16.24435	0.0735369	0.0100097	0.000801254	0.0123616	0.0147462	0.0298168	0.00946622	0.0251272	0.0162607	0.00173835	0.00772168	0.00793942	0.00105825	0.0372367	0.0485414	0.00141841	0.013027	0.0394754	0.00651997	0.0444192	0.00873539	0.538777	1.15374	0.3860879	1.613912	0.0643623	0.262402	0.658762	1.518	3.81095	15.5371	1.983543	4.180168	0.1556609	0.179377	0.0244165	0.00195448	0.0301534	0.03597	0.0727315	0.0230907	0.0612923	0.0396644	0.00424032	0.0188353	0.0193664	0.00258136	0.0908307	0.118406	0.00345989	0.0317764	0.0962913	0.015904	0.108351	0.021308	0.234454	0.765546	0.2344539	0.4099579
3060	-32.03551	-50.28385	18.24834	0.015654	0.146704	0.0444408	0.00741668	0.0215579	0.0233533	0.0456076	0.0477168	0.0389328	0.0145651	0.0924382	0.0285668	0.0529703	0.0396965	0.0284492	0.0741101	0.00219105	0.00973722	0.0464766	0.0829872	0.032242	0.446717	1.18443	0.4155629	1.584437	0.970118	0.985313	0.995395	1.00463	1.01491	1.0308	0.02193641	3.81275	0.1257196	0.0174746	0.163766	0.0496094	0.00827926	0.0240651	0.0260693	0.050912	0.0532664	0.0434608	0.016259	0.103189	0.0318892	0.0591309	0.0443134	0.031758	0.0827293	0.00244588	0.0108697	0.051882	0.0926389	0.0359918	0.85672	0.14328	0.8567199	0.8958137
3096	-31.67562	-47.91707	16.24145	0.118406	0.0520891	0.0283711	0.0426831	0.0581455	0.00720843	0.0273361	0.0195222	0.0120464	0.0307673	0.107363	0.0186263	0.139211	0.0049861	0.0363462	0.0719884	0.130228	0.0297085	0.00253721	0.0436873	0.00119932	3.24517	0.25161	1.748393	0.2516074	0.0928636	0.313773	0.696552	1.43564	3.18702	10.7685	1.718462	0.1439079	4.2992	0.12052	0.0530192	0.0288777	0.0434453	0.0591838	0.00733715	0.0278243	0.0198708	0.0122615	0.0313167	0.10928	0.0189589	0.141697	0.00507514	0.0369952	0.0732739	0.132554	0.030239	0.00258251	0.0444674	0.00122073	0.097271	0.902729	0.09727103	0.9824562
3132	-43.674	-50.59032	6.916317	0.0320063	0.0158443	0.00235871	0.00826896	0.0130038	0.00899023	0.00243377	0.000668844	0.00662011	0.0102894	0.000710888	0.0185293	0.0310739	0.000597224	0.048373	0.0647521	0.0209565	0.0164662	0.0118646	0.0118736	0.00351435	3.32215	0.225949	0.03059563	1.969404	0.0107984	0.109866	0.502074	1.99174	9.10198	92.6064	3.274315	64.36882	4.901024	0.0972256	0.0481304	0.00716506	0.0251187	0.0395016	0.0273097	0.00739307	0.00203175	0.0201099	0.031256	0.00215947	0.0562865	0.0943934	0.00181419	0.146943	0.196698	0.0636597	0.0500193	0.0360412	0.0360684	0.0106755	0.49499	0.50501	0.4949898	0.329196
3168	-41.3561	-48.78982	7.433717	0.101251	0.0792623	0.0445737	0.0703273	0.167403	0.0358392	0.0307728	0.0282564	0.0112671	0.0107007	0.10423	0.170191	0.0345918	0.00597141	0.24781	0.0639397	0.0310355	0.0606725	0.07998	0.302901	0.00644087	3.86483	0.0450553	0.1934055	1.806595	0.0418063	0.212606	0.616902	1.621	4.70353	23.9198	2.295533	9.340968	28.59323	0.0600034	0.0469726	0.0264154	0.0416775	0.0992069	0.0212391	0.0182367	0.0167454	0.00667712	0.00634147	0.0617688	0.100859	0.0204998	0.00353879	0.146858	0.037892	0.0183923	0.0359558	0.0473979	0.179506	0.003817	0.29036	0.70964	0.2903602	1.687418
3204	-33.46676	-49.49154	16.02478	0.0469858	0.00381223	0.00194237	0.00944112	0.00987621	0.00768005	0.00327017	0.00422211	0.018286	0.0385771	0.00517594	0.0163752	0.0156966	0.00144616	0.0487289	0.0210196	0.0159388	0.00862818	0.00594088	0.0169164	0.00382869	1.56109	0.812969	0.6628985	1.337102	0.0601624	0.253907	0.652032	1.53367	3.93846	16.6217	2.032335	2.017053	0.6400787	0.154666	0.012549	0.00639384	0.0310779	0.0325102	0.0252809	0.0107646	0.0138982	0.0601931	0.126987	0.017038	0.0539034	0.0516695	0.00476042	0.160404	0.0691916	0.0524666	0.0284019	0.019556	0.0556849	0.0126032	0.182016	0.817984	0.1820157	0.3037884
3240	-28.42595	-46.73364	18.30769	0.0770231	0.0582671	0.00602758	0.0251509	0.0417605	0.00795101	0.00214226	0.0302116	0.0324068	0.034049	0.018794	0.0395609	0.0251638	0.0393301	0.0349291	0.0978037	0.00712361	0.00287255	0.000761483	0.0469292	0.00919723	0.415973	1.19468	0.5239193	1.476081	0.455195	0.681243	0.887142	1.12721	1.46791	2.19686	0.569077	2.817381	0.1160629	0.120829	0.0914058	0.00945569	0.0394551	0.0655112	0.012473	0.00336064	0.047394	0.0508378	0.0534139	0.0294828	0.0620607	0.0394754	0.0616986	0.0547945	0.153428	0.0111751	0.00450628	0.00119457	0.0736196	0.014428	0.560917	0.439083	0.5609171	0.6374554
3276	-32.29008	-49.52329	17.2332	0.0986443	0.0243432	0.068848	0.0351395	0.084081	0.00879856	0.192132	0.0633707	0.084753	0.0672867	0.114039	0.0450055	0.0886487	0.0180843	0.169543	0.00115961	0.171037	0.0648453	0.0205492	0.12018	0.137014	0.0480867	1.3173	0.3180512	1.681949	0.878131	0.938586	0.98042	1.01997	1.06543	1.13878	0.09396928	5.288296	0.01216797	0.0588043	0.0145116	0.0410419	0.0209475	0.0501227	0.00524503	0.114534	0.0377768	0.0505233	0.0401113	0.0679815	0.0268289	0.0528456	0.0107805	0.101069	0.000691274	0.101959	0.0386559	0.0122499	0.0716421	0.0816772	0.495624	0.504376	0.4956237	1.677502
3312	-30.98749	-48.76645	17.77896	0.0494951	0.0610625	0.123991	0.135969	0.108893	0.0507911	0.133728	0.125456	0.0949576	0.022825	0.194619	0.0401421	0.0397995	0.119187	0.219948	0.0906509	0.091648	0.074155	0.0449099	0.11544	0.155931	0.355448	1.21485	0.7611803	1.23882	0.865524	0.931989	0.978265	1.02222	1.07297	1.15537	0.1044261	1.627498	0.0975285	0.0236411	0.0291663	0.059224	0.0649449	0.0520126	0.0242602	0.0638748	0.0599238	0.0453562	0.0109023	0.0929591	0.0191737	0.0190101	0.0569294	0.105057	0.0432991	0.0437753	0.0354199	0.021451	0.0551393	0.0744797	0.472235	0.527765	0.4722351	2.093599
3348	-32.0129	-48.53747	16.52457	0.00791531	0.297683	0.0933896	0.0972597	0.0538549	0.0165925	0.0365854	0.243075	0.101479	0.0609609	0.0668415	0.256053	0.0128628	0.0436462	0.231022	0.063765	0.0757547	0.0036855	0.181788	0.0113565	0.21046	1.2862	0.904601	0.7414823	1.258518	0.730344	0.857911	0.953312	1.04897	1.16562	1.36922	0.2272166	1.6973	0.4739462	0.00365429	0.137432	0.0431155	0.0449023	0.0248634	0.00766033	0.0168905	0.112221	0.0468504	0.0281441	0.030859	0.118213	0.00593843	0.0201503	0.106657	0.0294386	0.034974	0.0017015	0.0839267	0.00524302	0.097164	0.0103482	0.989652	0.01034822	2.166032
3384	-31.13681	-48.6241	17.48729	0.245531	0.0172953	0.0790652	0.0296574	0.0413802	0.119751	0.0723665	0.0599516	0.0250532	0.0109799	0.0594287	0.361445	0.164971	0.064933	0.317505	0.0816031	0.172603	0.0647428	0.268074	0.129178	0.131629	0.96304	1.01232	1.221895	0.7781046	0.987599	0.993932	0.998103	1.0019	1.0061	1.01256	0.009023155	0.6368013	0.3171068	0.0975434	0.00687102	0.0314107	0.0117822	0.0164393	0.0475741	0.0287495	0.0238173	0.00995302	0.00436204	0.0236096	0.143593	0.0655389	0.0257963	0.126137	0.0324189	0.0685711	0.0257208	0.106499	0.0513194	0.0522929	0.229947	0.770053	0.2299473	2.517143
3420	-29.34348	-48.58813	19.24465	0.0474401	0.103178	0.0232773	0.0119776	0.0137193	0.00325697	0.0490805	0.0554258	0.00354322	0.00460587	0.0533592	0.0141562	0.311851	0.00335151	0.0639017	0.0680114	0.0096114	0.0250783	0.0447831	0.0570723	0.0649322	0.469307	1.1769	1.082692	0.9173079	0.440661	0.670547	0.882773	1.13279	1.49132	2.26932	0.5925398	0.8472472	0.1329219	0.0459863	0.100016	0.0225639	0.0116105	0.0132989	0.00315716	0.0475765	0.0537273	0.00343464	0.00446473	0.051724	0.0137223	0.302295	0.0032488	0.0619435	0.0659272	0.00931686	0.0243098	0.0434107	0.0553233	0.0629424	0.579882	0.420118	0.5798823	1.031614
3456	-26.81077	-46.01936	19.2086	0.138962	0.0527657	0.0583217	0.020964	0.054479	0.0222648	0.00582148	0.0241604	0.00936236	0.0122372	0.126864	0.0277988	0.15648	0.0189789	0.136458	0.0162173	0.012004	0.0373402	0.0680421	0.00394356	0.0627218	0.319167	1.22694	0.7863953	1.213605	0.799809	0.896781	0.966583	1.03457	1.1151	1.2503	0.1615208	1.54325	0.08671049	0.130335	0.0494901	0.0547012	0.0196626	0.051097	0.0208827	0.0054601	0.0226605	0.00878116	0.0114776	0.118989	0.0260731	0.146766	0.0178007	0.127987	0.0152105	0.0112588	0.0350222	0.0638182	0.00369875	0.0588282	0.496306	0.503694	0.4963055	1.066186
3492	-32.8824	-50.49117	17.60877	0.0849717	0.033595	0.0381799	0.0240044	0.0409665	0.0400273	0.030842	0.0155299	0.0100097	0.0551021	0.038667	0.0442268	0.0228622	0.0146434	0.19063	0.0124894	0.00474793	0.0185816	0.0124411	0.066731	0.180838	1.90292	0.699027	1.285615	0.7143852	0.177668	0.430559	0.76882	1.30069	2.32256	5.62848	1.249347	0.5556759	0.9074128	0.0866982	0.0342775	0.0389556	0.0244921	0.0417988	0.0408405	0.0314687	0.0158454	0.010213	0.0562216	0.0394526	0.0451254	0.0233267	0.0149409	0.194503	0.0127432	0.00484439	0.0189591	0.0126939	0.0680868	0.184512	0.133374	0.866626	0.1333739	0.9800869
3528	-37.0058	-56.46111	19.45532	0.119875	0.0102804	0.0196648	0.0250147	0.0286429	0.0548508	0.0708285	0.0482381	0.00743476	0.00922011	0.0401448	0.0297842	0.0410414	0.0223906	0.0311649	0.00825633	0.0566063	0.014583	0.000432877	0.0605399	0.0792329	0.541154	1.15295	1.798379	0.2016205	0.0674125	0.268395	0.663419	1.50734	3.72586	14.8341	1.950063	0.1121123	0.156455	0.154036	0.01321	0.0252688	0.0321431	0.0368054	0.0704818	0.0910127	0.0619846	0.00955346	0.0118476	0.0515849	0.0382719	0.052737	0.0287712	0.0400461	0.0106092	0.0727375	0.0187388	0.000556235	0.077792	0.101812	0.0538339	0.946166	0.05383385	0.7782269
3564	-33.19304	-50.28214	17.0891	0.0394375	0.0416831	0.0107674	0.00624914	0.00609962	0.0282506	0.0588269	0.0305482	0.0513516	0.00791128	0.0396859	0.0391145	0.14217	0.0130328	0.0227594	0.0460085	0.155301	0.0196134	0.0725695	0.0238437	0.0986547	0.795682	1.06811	0.3317509	1.668249	0.605152	0.782735	0.926424	1.07942	1.27757	1.65248	0.3631794	5.028621	0.2483157	0.0413444	0.0436985	0.011288	0.0065513	0.00639455	0.0296165	0.0616712	0.0320252	0.0538345	0.0082938	0.0416048	0.0410057	0.149045	0.013663	0.0238599	0.048233	0.16281	0.0205617	0.0760783	0.0249965	0.103425	0.410773	0.589227	0.4107734	0.9538786
3600	-25.6679	-46.03743	20.36953	0.0887518	0.0495816	0.00477234	0.0106304	0.0515128	0.0101606	0.0262847	0.0366802	0.00864825	0.0191591	0.01065	0.0719381	0.014946	0.0331592	0.0791927	0.00964521	0.028691	0.0307745	0.00425089	0.051405	0.0385686	0.128181	1.29061	1.308244	0.6917565	0.420861	0.65568	0.87662	1.14075	1.52514	2.37608	0.6257813	0.5287674	0.03310605	0.130632	0.0729781	0.00702431	0.0156467	0.0758207	0.0149552	0.038688	0.0539889	0.0127292	0.0281999	0.0156756	0.105884	0.0219988	0.0488064	0.116562	0.0141966	0.0422297	0.0452964	0.0062568	0.0756619	0.0567684	0.015732	0.984268	0.01573204	0.6794031
3636	-22.47352	-42.81453	20.34101	0.0587089	0.0280988	0.0143121	0.0822065	0.0746857	0.0109429	0.00964882	0.0164756	0.0350583	0.0224606	0.000912725	0.0433121	0.0437314	0.0700217	0.246828	0.0161781	0.0674745	0.00383308	0.00482523	0.0964014	0.0397479	0.532238	1.15592	1.512883	0.4871173	0.679992	0.828537	0.943007	1.06044	1.20695	1.4706	0.2788687	0.3219796	0.1534815	0.0595507	0.0285017	0.0145173	0.0833852	0.0757566	0.0110998	0.00978717	0.0167118	0.035561	0.0227827	0.000925812	0.0439332	0.0443584	0.0710257	0.250367	0.0164101	0.068442	0.00388804	0.00489441	0.0977836	0.0403178	0.014378	0.985622	0.01437798	0.9858642
3672	-30.51686	-49.01752	18.50066	0.0827909	0.00659895	0.00260181	0.0202599	0.101858	0.0562259	0.00532461	0.0144191	0.00698718	0.0538054	6.90236e-05	0.0752288	0.00981253	0.0872699	0.00470871	0.00658672	0.0808527	0.0131795	0.0287954	0.106546	0.0401877	0.349138	1.21695	0.9916184	1.008382	0.123405	0.360446	0.727348	1.37486	2.77434	8.1034	1.512865	1.016905	0.0956316	0.10296	0.00820654	0.00323564	0.0251955	0.126673	0.0699232	0.00662176	0.0179318	0.00868934	0.066913	8.58386e-05	0.0935555	0.012203	0.10853	0.00585582	0.00819133	0.100549	0.0163902	0.0358103	0.132501	0.0499779	0.329513	0.670487	0.3295131	0.8041088
3708	-36.69536	-53.65164	16.95628	0.0709528	0.125469	0.303575	0.00875939	0.140661	0.0874513	0.0829692	1.91756e-05	0.027603	0.0740301	0.335192	0.231663	0.185666	0.0293231	0.381894	0.0333339	0.135721	0.167311	0.158414	0.052555	0.188569	0.948636	1.01712	1.433288	0.5667118	0.533311	0.735949	0.90878	1.10038	1.35879	1.87508	0.4545573	0.3953927	0.3108893	0.0251505	0.0444746	0.107607	0.00310492	0.0498599	0.0309986	0.0294099	6.79713e-06	0.00978436	0.0262413	0.118815	0.0821171	0.0658127	0.0103941	0.135369	0.0118158	0.0481087	0.0593064	0.0561527	0.018629	0.0668415	0.0638581	0.936142	0.06385806	2.821133
3744	-27.87773	-46.05822	18.18049	0.0892353	0.142542	0.0264309	0.0403107	0.113322	0.0219854	0.00279725	0.0374094	0.106953	0.0330385	0.00131608	0.0296488	0.0881255	0.059354	0.0164301	0.0346262	0.0250503	0.0170424	0.0603837	0.0292142	0.0644092	0.393716	1.20209	0.4154307	1.584569	0.978142	0.98928	0.996643	1.00337	1.01084	1.02235	0.01598001	3.814281	0.109175	0.0858342	0.137109	0.0254235	0.0387743	0.109003	0.0211474	0.00269063	0.0359836	0.102876	0.0317793	0.00126592	0.0285188	0.0847667	0.0570918	0.0158039	0.0333065	0.0240955	0.0163928	0.0580822	0.0281008	0.0619543	0.761838	0.238162	0.7618383	1.039624
3780	-34.75069	-54.07515	19.32446	0.0332227	0.036852	0.00507754	0.00507428	0.0504027	0.076463	0.0100568	0.204091	0.0243841	0.0272513	0.18629	0.0351242	0.0930775	0.0139399	0.0174547	0.0126258	0.197564	0.0587392	0.0438097	0.189832	0.0545739	0.855126	1.04829	1.749028	0.250972	0.250326	0.508921	0.809991	1.23458	1.96494	3.99479	1.001443	0.1434923	0.2719111	0.024146	0.0267838	0.00369032	0.00368795	0.0366323	0.0555728	0.00730921	0.148332	0.0177222	0.0198061	0.135394	0.025528	0.0676481	0.0101315	0.012686	0.00917636	0.143588	0.0426913	0.0318406	0.137969	0.0396639	0.231602	0.768398	0.2316024	1.375907
3816	-31.44454	-48.08318	16.63864	0.0645836	0.0425966	0.101419	0.0157529	0.0320427	0.00608475	0.0158216	0.0157911	0.0662546	0.0542378	0.0229895	0.0638569	0.0155009	0.00718508	0.000741027	0.0219837	0.00316026	0.00512691	0.0358978	0.0881429	0.0681463	0.665524	1.11149	0.3175913	1.682409	0.23547	0.49396	0.802486	1.24613	2.02446	4.24682	1.045681	5.297401	0.1995888	0.0864208	0.0569994	0.13571	0.0210793	0.0428771	0.00814215	0.0211712	0.0211304	0.0886568	0.0725768	0.0307628	0.0854484	0.0207421	0.00961452	0.000991585	0.0294169	0.00422881	0.00686044	0.0480357	0.117946	0.0911881	0.31457	0.68543	0.3145702	0.7473154
3852	-33.5529	-52.23585	18.68295	0.00317079	0.181431	0.0447141	0.0795214	0.00251266	0.00573908	0.0751488	0.0718911	0.0121552	0.108853	0.0567874	0.018426	0.00961687	0.00410253	0.0306549	0.00513135	0.0212046	0.0204663	0.00877	0.179814	0.0827026	1.73685	0.754384	1.66039	0.3396099	0.243951	0.502558	0.806818	1.23944	1.98982	4.09919	1.020097	0.2045362	0.7674467	0.00310007	0.177384	0.0437167	0.0777477	0.00245662	0.00561107	0.0734726	0.0702876	0.011884	0.106425	0.0555208	0.018015	0.00940236	0.00401102	0.0299712	0.00501689	0.0207316	0.0200098	0.00857438	0.175803	0.0808579	0.312811	0.687189	0.3128105	1.022814
3888	-29.16484	-49.13015	19.96531	0.0166002	0.0984188	0.00568616	0.0306194	0.00543306	0.0153909	0.033451	0.0129603	0.0225205	0.00412629	0.0565818	0.0709278	0.145512	0.00182166	0.0382992	0.0550908	0.0330661	0.0433887	0.190567	0.0594933	0.0789252	0.309984	1.23001	1.6347	0.3653002	0.206259	0.46306	0.786475	1.2715	2.15955	4.84827	1.141453	0.2234662	0.08400605	0.0162926	0.096595	0.0055808	0.030052	0.00533238	0.0151057	0.0328312	0.0127201	0.0221031	0.00404982	0.0555333	0.0696134	0.142816	0.00178791	0.0375895	0.0540699	0.0324534	0.0425847	0.187036	0.0583908	0.0774627	0.719012	0.280988	0.7190119	1.018881
3924	-34.38889	-52.49994	18.11106	0.0226385	0.028018	0.00921591	0.0116834	0.017108	0.00200055	0.0106694	0.00462819	0.0676749	0.00751198	0.0817002	0.0447363	0.00372003	0.000551931	0.0166218	0.012636	0.01825	0.00787006	0.0307999	0.00272246	0.108941	0.188733	1.27042	0.732139	1.267861	0.0975108	0.321335	0.701746	1.42502	3.11201	10.2553	1.683154	1.731722	0.04951968	0.0444154	0.0549699	0.0180811	0.0229222	0.0335649	0.00392497	0.0209327	0.00908026	0.132775	0.0147381	0.160291	0.0877702	0.0072985	0.00108286	0.0326111	0.0247911	0.0358055	0.0154406	0.0604277	0.00534133	0.213736	0.18229	0.81771	0.1822895	0.5096983
3960	-29.96271	-46.56196	16.59925	0.152386	0.336472	0.0322393	0.0981415	0.108935	0.0162338	0.0724096	0.0315759	0.0731255	0.319343	0.459186	0.0575182	0.335638	0.12716	0.0508986	0.0925322	0.0428926	0.0119864	0.0232663	0.114561	0.0217413	0.565665	1.14478	0.7845602	1.21544	0.638266	0.803339	0.933964	1.07071	1.2448	1.56675	0.3246583	1.549199	0.1647088	0.0591045	0.130504	0.0125044	0.0380653	0.0422515	0.00629648	0.0280849	0.0122471	0.0283626	0.123861	0.1781	0.0223091	0.130181	0.0493205	0.0197416	0.0358897	0.0166364	0.00464906	0.00902412	0.0444336	0.0084326	0.00775033	0.99225	0.007750328	2.57824
3996	-35.73531	-48.96598	13.23067	0.104419	0.0698574	4.5293e-05	0.00727312	0.0141998	0.000425945	0.00129671	0.00582903	0.0548752	0.018462	0.0674219	0.0198761	0.0422681	0.00885738	0.00980315	0.0380965	0.00633759	0.00133264	0.0526406	0.00586605	0.0708229	2.66784	0.444053	0.2064019	1.793598	0.0882585	0.306086	0.691182	1.4468	3.26706	11.3304	1.755239	8.689835	2.002641	0.17403	0.116428	7.54875e-05	0.0121217	0.0236661	0.0007099	0.00216116	0.00971493	0.0914577	0.0307697	0.112369	0.0331265	0.070446	0.0147621	0.0163384	0.0634935	0.0105625	0.00222105	0.0877333	0.00977664	0.118037	0.0584274	0.941573	0.05842742	0.6000067
4032	-25.96528	-43.84055	17.87527	0.0305126	0.366654	0.0135717	0.0009983	0.0716427	0.00113998	0.0116761	0.0994898	0.146131	0.0361031	0.241475	0.0427657	0.216721	0.0114729	0.119757	0.12286	0.0885763	0.0137337	0.0972327	0.0716447	0.262255	0.0916547	1.30278	0.9448966	1.055103	0.332471	0.584464	0.845732	1.18241	1.71097	3.00778	0.7962461	1.116634	0.02345102	0.014766	0.177435	0.00656776	0.000483108	0.0346701	0.000551672	0.00565043	0.0481462	0.0707174	0.0174714	0.116857	0.0206957	0.104878	0.00555209	0.0579541	0.0594557	0.0428647	0.00664616	0.0470539	0.034671	0.126913	0.00523965	0.99476	0.005239648	2.066412
4068	-25.87554	-44.02756	18.15202	0.0125995	0.0582174	0.0152058	0.000107004	0.0481393	0.0104598	0.0307288	0.0460984	0.0419368	0.0209108	0.046484	0.0551748	0.227464	0.0462654	0.083649	0.0531749	0.0146512	0.0483442	0.0141075	0.0696007	0.0862873	0.300175	1.23328	0.6549811	1.345019	0.267012	0.525191	0.817983	1.22252	1.90407	3.74515	0.9547852	2.053523	0.08113218	0.0122372	0.0565434	0.0147685	0.000103927	0.046755	0.010159	0.0298452	0.0447728	0.0407309	0.0203095	0.0451473	0.0535882	0.220923	0.044935	0.0812437	0.0516458	0.0142299	0.0469541	0.0137018	0.0675994	0.0838061	0.169659	0.830341	0.1696586	1.029606
4104	-34.65512	-51.74861	17.09349	0.0390873	0.0332494	0.0584833	0.0537068	0.105466	0.414577	0.0578271	0.000384126	0.0349789	0.0302354	0.18981	0.0429018	0.0169517	0.177449	0.0278959	0.0301959	0.0175502	0.00806922	0.0739507	0.159787	0.138603	0.404698	1.19843	0.4369088	1.563091	0.634054	0.800749	0.933024	1.07178	1.24883	1.57715	0.3294452	3.577615	0.1125629	0.0228426	0.0194309	0.0341776	0.0313862	0.0616343	0.242278	0.0337941	0.000224483	0.0204416	0.0176695	0.110925	0.0250718	0.00990656	0.103701	0.0163023	0.0176465	0.0102563	0.00471564	0.0432167	0.0933796	0.0809995	0.259432	0.740568	0.2594318	1.711161
