Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	rate_neo	root_freqs[1]	root_freqs[2]	tree_length
0	-31.25917	-49.37083	18.11166	0.1616078	4.103091	0.04764068	0.247196	0.752804	1.140603
6	-32.35264	-49.12666	16.77402	0.2913039	4.103091	0.7697241	0.348688	0.651312	0.6369738
12	-34.07047	-48.99313	14.92266	0.8010918	20.2477	0.1668654	0.445329	0.554671	0.6369738
18	-30.21835	-49.13811	18.91976	0.551269	1.802807	0.08561321	0.44725	0.55275	0.3053766
24	-29.79815	-47.58939	17.79124	0.9987086	1.635559	0.3838179	0.188255	0.811745	0.3781135
30	-28.90142	-46.44101	17.53959	0.2616854	3.743148	0.3838179	0.0141934	0.985807	0.5694752
36	-26.53502	-44.48316	17.94815	1.40578	1.281374	0.2460708	0.212454	0.787546	0.6784632
42	-34.83244	-45.47373	10.64128	2.868774	7.917049	5.281048	0.167479	0.832521	0.1803546
48	-32.7643	-46.99972	14.23542	1.678142	10.74369	0.5878099	0.070063	0.929937	0.5674935
54	-29.0914	-46.05863	16.96723	0.7001102	3.797116	0.0142717	0.0316138	0.968386	1.767979
60	-28.38798	-45.26943	16.88144	0.7951987	2.63987	0.126477	0.0612301	0.93877	1.767979
66	-27.09074	-45.45248	18.36173	0.5183477	1.541715	0.3091169	0.419193	0.580807	0.851003
72	-28.14748	-47.57672	19.42924	0.1384078	0.1187227	1.348916	0.218358	0.781642	0.8746097
78	-28.95859	-46.11138	17.15279	1.784463	0.4365904	1.348916	0.579233	0.420767	0.5028529
84	-27.70006	-45.33582	17.63576	0.9765411	0.1984228	1.348916	0.116329	0.883671	1.478209
90	-25.82115	-45.08227	19.26112	0.4338194	0.3088486	0.1151091	0.22608	0.77392	1.848814
96	-25.56146	-43.55465	17.9932	0.7057227	0.3531468	0.473027	0.104466	0.895534	1.848814
102	-27.56225	-45.48216	17.91991	0.3355593	1.85477	0.1306393	0.193004	0.806996	1.646665
108	-26.68248	-46.12367	19.44118	0.1771572	1.85477	0.03641284	0.0607217	0.939278	0.8410168
114	-28.4421	-45.48457	17.04247	0.5194361	7.197395	0.09077749	0.327361	0.672639	0.8410168
120	-31.24083	-48.57848	17.33765	0.6456856	3.294029	0.3786815	0.0713501	0.92865	0.4518144
126	-30.6896	-48.38671	17.69711	1.119153	1.392593	0.3786815	0.0820949	0.917905	0.8825714
132	-29.69237	-48.69155	18.99917	1.119153	0.2314993	0.1210779	0.269431	0.730569	1.671557
138	-28.25545	-48.5721	20.31665	0.7255949	0.04994734	0.2914886	0.380355	0.619645	1.070382
144	-28.1337	-49.20476	21.07106	0.02650151	0.02554719	0.2085291	0.0549528	0.945047	1.307659
150	-29.65034	-49.15332	19.50298	0.9495601	0.08479819	0.4770032	0.104438	0.895562	1.117247
156	-31.61073	-51.84639	20.23565	0.6014363	0.03675708	0.3211254	0.68667	0.31333	1.248367
162	-28.60185	-49.02351	20.42166	0.8590522	0.007459646	0.3211254	0.0806253	0.919375	0.7550564
168	-30.34271	-49.52026	19.17755	1.95364	0.07541574	0.3211254	0.208223	0.791777	0.7550564
174	-33.44453	-53.44666	20.00213	1.053582	0.002973079	0.3211254	0.254387	0.745613	0.5762454
180	-35.19578	-52.70233	17.50656	3.46936	0.1287959	0.3233462	0.489671	0.510329	0.400109
186	-32.47872	-53.50269	21.02398	1.065097	0.1032391	0.02588427	0.458504	0.541496	0.6254214
192	-32.85536	-48.94501	16.08966	1.132792	0.4946611	1.44738	0.422712	0.577288	1.948986
198	-25.35876	-46.37408	21.01533	0.1346466	0.04361295	0.3022823	0.205202	0.794798	0.9709879
204	-29.45169	-50.42547	20.97377	0.4618988	0.03434232	0.3022823	0.192304	0.807696	0.649197
210	-40.55683	-58.43296	17.87613	1.232472	1.509384	0.07858826	0.897994	0.102006	1.343204
