Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
360	-33.82035	-51.61812	17.79777	0.0331711	0.0770395	0.0483344	0.0140467	0.0321173	0.0333446	0.0352478	0.26873	0.056852	0.000854326	0.0299395	0.0711377	0.0415976	0.168244	0.00771085	0.163564	0.045793	0.197113	0.0606934	0.0805487	0.00518728	0.283626	1.23879	0.8167638	1.183236	0.189848	0.44471	0.776616	1.28764	2.24866	5.26737	1.201401	1.448688	0.07631794	0.022546	0.0523627	0.0328522	0.00954735	0.0218297	0.0226639	0.0239575	0.182652	0.0386416	0.000580674	0.0203495	0.0483514	0.0282734	0.114353	0.00524096	0.111173	0.0311249	0.133975	0.0412525	0.0547479	0.00352573	0.331616	0.668384	0.3316162	1.471266
396	-31.41972	-51.38738	19.96766	0.0468742	0.0119274	0.00738241	0.00741925	0.0266761	0.00365693	0.028968	0.0302167	0.0162397	0.00738971	0.026695	0.018563	0.0176054	0.00133132	0.0190039	0.008654	0.0472292	0.049034	0.0227705	0.00979829	0.0241751	0.16379	1.27874	1.507966	0.4920339	0.144145	0.388816	0.744745	1.34274	2.57191	6.93746	1.400538	0.3262898	0.04269588	0.108603	0.0276347	0.0171043	0.0171897	0.061806	0.00847276	0.0671162	0.0700092	0.0376259	0.0171213	0.0618499	0.0430088	0.04079	0.00308453	0.0440302	0.0200505	0.109426	0.113607	0.0527571	0.0227017	0.0560115	0.232162	0.767838	0.2321623	0.4316104
432	-34.12023	-51.98481	17.86458	0.119395	0.167099	0.0428222	0.00456339	0.121671	0.175229	0.173919	0.0665333	0.00144546	0.00223572	0.0112066	0.124861	0.00919713	0.132792	0.294033	0.176218	0.00774261	0.109938	0.000152581	0.199729	0.0119996	2.378	0.540667	1.904645	0.09535543	0.45472	0.680896	0.887001	1.12739	1.46865	2.19916	0.5698321	0.05006469	1.466089	0.061141	0.0855697	0.0219288	0.00233687	0.0623064	0.0897328	0.0890619	0.034071	0.000740203	0.00114489	0.00573879	0.0639401	0.00470976	0.0680014	0.150572	0.0902395	0.00396491	0.0562981	7.81353e-05	0.102279	0.00614488	0.692286	0.307714	0.6922864	1.952782
468	-35.12692	-51.4096	16.28268	0.703223	0.243472	0.145279	0.0215255	0.0523119	0.114846	0.0489858	0.0511032	0.0572946	0.0728587	0.0446405	0.519294	0.0631023	0.115198	0.225473	0.230494	0.165199	0.341369	0.00343622	0.0648003	0.11589	0.118989	1.29367	0.8841064	1.115894	0.911927	0.956032	0.98607	1.01413	1.04599	1.09658	0.06666372	1.262171	0.03065921	0.206843	0.0716138	0.0427316	0.0063314	0.0153868	0.0337803	0.0144085	0.0150313	0.0168524	0.0214303	0.0131304	0.152743	0.0185606	0.0338837	0.0663196	0.0677964	0.0485909	0.100409	0.00101071	0.0190601	0.0340873	0.157241	0.842759	0.157241	3.399795
504	-29.50119	-48.16039	18.6592	0.0164308	0.0158949	0.0696737	0.00172249	0.0145181	0.0201037	0.0361491	0.0427077	0.0219658	0.00545499	0.00188198	0.0401794	0.0776855	0.0227562	0.0143031	0.027927	0.0452408	0.15225	0.0112728	0.116982	0.0791141	1.00971	0.996763	1.076681	0.9233189	0.340879	0.591627	0.848952	1.17792	1.69025	2.93359	0.7781872	0.8575602	0.3376638	0.0196962	0.0190538	0.0835202	0.0020648	0.0174033	0.0240989	0.0433331	0.0511952	0.0263311	0.00653907	0.00225599	0.0481644	0.0931242	0.0272786	0.0171456	0.033477	0.0542317	0.182507	0.0135131	0.14023	0.0948367	0.406611	0.593389	0.4066112	0.834214
540	-29.82843	-48.051	18.22257	0.187376	0.0310442	0.0195837	0.0175988	0.00859315	0.0385693	0.0303537	0.0104095	0.0158892	0.00772117	0.21324	0.0671187	0.0153353	0.0843668	0.063657	0.000699765	0.148326	0.00198869	0.119631	0.0529514	0.299055	0.254075	1.24864	0.7694144	1.230586	0.350961	0.600097	0.852725	1.17271	1.6664	2.84932	0.7571115	1.599379	0.06782692	0.130711	0.0216561	0.0136614	0.0122767	0.00599449	0.0269055	0.0211744	0.00726156	0.0110841	0.00538621	0.148754	0.0468213	0.0106977	0.0588534	0.0444065	0.000488149	0.103471	0.00138729	0.0834536	0.0369383	0.208617	0.0441375	0.955863	0.04413745	1.433508
576	-31.38937	-48.97952	17.59016	0.0906087	0.064314	0.0256661	0.00361566	0.0990651	0.00637606	0.0151337	0.0513568	0.0139313	0.00378723	0.0772215	0.0635452	0.0160772	0.126696	0.0621942	0.0333515	0.0589349	0.00192979	0.00884464	0.198351	0.267194	1.57055	0.809818	1.176411	0.8235886	0.238045	0.496587	0.803815	1.24407	2.01375	4.20089	1.037818	0.7000855	0.6464614	0.0703377	0.0499257	0.0199241	0.00280677	0.0769022	0.00494961	0.011748	0.0398673	0.0108146	0.00293995	0.0599455	0.0493288	0.0124804	0.0983516	0.0482801	0.0258901	0.04575	0.00149806	0.00686592	0.153976	0.207418	0.32638	0.67362	0.3263797	1.288195
612	-34.63168	-55.34659	20.71491	0.0932608	0.0431738	0.0247747	0.0774087	0.0869943	0.0877282	0.016881	0.024656	0.0572604	0.00386795	0.148866	0.02316	0.0458402	0.21756	0.0273452	0.0018795	0.0334705	0.0274686	0.0298948	0.0752793	0.035485	0.193943	1.26869	1.912192	0.08780766	0.234217	0.492676	0.801835	1.24714	2.02973	4.26954	1.049539	0.04591989	0.05095627	0.0788838	0.0365182	0.0209555	0.0654755	0.0735834	0.0742041	0.0142787	0.0208551	0.0484332	0.00327167	0.125917	0.0195897	0.0387735	0.184021	0.0231297	0.00158976	0.0283108	0.0232341	0.0252863	0.0636743	0.0300147	0.253455	0.746545	0.253455	1.182255
648	-27.30936	-46.02039	18.71103	0.0132286	0.00386941	0.00414217	0.00459656	0.00785336	0.00975012	0.00951827	0.0135981	0.00772922	0.00393148	4.25614e-05	0.00519311	0.0104634	0.0145911	0.0477652	0.00523816	0.022024	0.00504211	0.0118923	0.000356616	0.00407704	1.31697	0.894342	1.812244	0.1877562	0.0870832	0.304091	0.689774	1.44975	3.28849	11.4833	1.764933	0.1036043	0.4908541	0.0645604	0.0188841	0.0202153	0.0224328	0.0383272	0.0475841	0.0464525	0.0663634	0.0377214	0.019187	0.000207715	0.0253443	0.0510654	0.0712099	0.233111	0.0255641	0.107485	0.0246073	0.0580388	0.00174041	0.0198974	0.00520895	0.994791	0.005208954	0.204903
684	-26.87729	-45.05091	18.17362	0.198224	0.0318764	0.0198238	0.0205392	0.012033	0.0123309	0.049624	0.0706196	0.00570153	0.0287271	0.00242259	0.056133	0.0511455	0.0842471	0.0320079	0.0561926	0.0815734	0.0770798	0.115145	0.0161363	0.0331999	1.69231	0.769231	1.329717	0.670283	0.290973	0.54767	0.828749	1.20664	1.82592	3.43675	0.8926476	0.5040795	0.7333332	0.187929	0.0302208	0.0187942	0.0194725	0.011408	0.0116905	0.0470467	0.0669518	0.0054054	0.0272351	0.00229677	0.0532176	0.0484891	0.0798715	0.0303455	0.0532741	0.0773367	0.0730765	0.109165	0.0152982	0.0314756	0.248799	0.751201	0.2487993	1.054783
720	-29.82406	-46.92826	17.1042	0.158602	0.035365	0.0485723	0.026164	0.021919	0.0417797	0.0620233	0.0374563	0.0477072	0.0129671	0.00181425	0.0599368	0.108673	0.0287488	0.0809743	0.0480415	0.0473465	0.0216013	0.0125159	0.118239	0.000288482	0.333567	1.22214	0.2295337	1.770466	0.772055	0.881466	0.961402	1.04015	1.13447	1.29524	0.1870577	7.713319	0.09097876	0.15538	0.0346466	0.0475856	0.0256325	0.0214737	0.040931	0.0607633	0.0366954	0.0467381	0.0127037	0.0017774	0.0587192	0.106465	0.0281648	0.0793294	0.0470656	0.0463847	0.0211625	0.0122617	0.115837	0.000282622	0.05611	0.94389	0.05611001	1.020735
756	-49.74941	-67.42613	17.67672	0.000845633	0.176123	0.0228114	0.246515	0.0157925	0.0224997	0.0695625	0.0225084	0.152722	0.0634786	0.233353	0.154435	0.0050432	0.000431189	0.106945	0.018071	0.0985536	0.0366143	0.110789	0.214173	0.0941953	0.151265	1.28291	1.597521	0.4024791	0.0323028	0.187479	0.593164	1.68587	5.33393	30.957	2.482006	0.2519398	0.03930246	0.00045331	0.0944123	0.0122283	0.132147	0.00846575	0.0120612	0.0372897	0.0120659	0.0818683	0.0340283	0.125091	0.0827866	0.00270346	0.000231143	0.0573292	0.00968717	0.0528306	0.0196274	0.0593895	0.114809	0.0504944	0.841097	0.158903	0.841097	1.865462
792	-46.71443	-60.00341	13.28897	0.125455	0.1208	0.0528296	0.606574	0.0684844	0.0308902	0.23731	0.0912714	0.508463	0.0501294	1.75502	0.0215331	0.0259255	0.0266766	0.322312	0.176433	0.334421	0.0324896	0.133484	0.136012	0.0456174	1.00866	0.997112	1.471982	0.5280176	0.482028	0.700541	0.894907	1.11743	1.42747	2.07457	0.5276618	0.3587119	0.3371953	0.0255919	0.0246424	0.0107769	0.123737	0.0139703	0.00630138	0.0484096	0.0186187	0.103723	0.010226	0.358011	0.00439261	0.00528861	0.00544183	0.0657493	0.0359911	0.0682195	0.00662765	0.0272299	0.0277456	0.00930564	0.619491	0.380509	0.6194911	4.90213
828	-28.06287	-46.80315	18.74028	0.0150425	0.275412	0.0265349	0.00422218	0.0814966	0.0733421	0.0168516	0.0138773	0.0209506	0.010656	0.0819806	0.00150449	0.0301258	0.101671	0.0100196	0.0175712	0.0312684	0.0293787	0.0540461	0.105528	0.114985	1.25981	0.913397	1.545473	0.4545274	0.22669	0.48489	0.797859	1.25335	2.06233	4.41131	1.073158	0.2941025	0.4597526	0.0134733	0.246682	0.0237669	0.00378174	0.0729953	0.0656914	0.0150937	0.0124296	0.0187651	0.00954439	0.0734288	0.00134755	0.0269832	0.091065	0.00897444	0.0157383	0.0280066	0.026314	0.0484082	0.0945197	0.10299	0.299247	0.700753	0.2992468	1.116465
864	-29.99378	-47.14812	17.15434	0.00237408	0.152301	0.0217655	0.0322853	0.0864519	0.0297801	0.234103	0.0292709	0.0811792	0.00764708	0.141351	0.000679229	0.144916	0.221682	0.0296004	0.0198843	0.0989828	0.142574	0.489672	0.0178018	0.347081	1.89453	0.701825	1.797757	0.2022429	0.280292	0.537772	0.824046	1.21352	1.85952	3.56771	0.9196881	0.1124973	0.8998095	0.00101831	0.0653267	0.00933588	0.0138481	0.0370818	0.0127736	0.100414	0.0125552	0.0348202	0.00328006	0.0606296	0.000291342	0.0621588	0.095086	0.0126965	0.00852899	0.0424567	0.0611543	0.210035	0.00763572	0.148874	0.359752	0.640248	0.3597516	2.331382
900	-32.3506	-48.42504	16.07445	0.0789516	0.134856	0.028702	0.0434119	0.0213914	0.081475	0.0566294	0.0317408	0.00944289	0.0192258	0.0576545	0.323873	0.0271845	0.271074	0.0260159	0.0497225	0.0500225	0.0357224	0.0287022	0.172981	0.0624325	0.0777844	1.30741	0.2329337	1.767066	0.313918	0.568324	0.838375	1.19278	1.75956	3.18554	0.8377642	7.586135	0.01983176	0.0490014	0.0836984	0.0178139	0.0269436	0.0132766	0.0505675	0.0351471	0.0196999	0.00586074	0.0119325	0.0357833	0.201012	0.0168721	0.168242	0.0161468	0.0308603	0.0310465	0.0221711	0.017814	0.107361	0.0387488	0.836655	0.163345	0.8366553	1.611212
936	-33.76454	-50.33867	16.57413	0.0567291	0.026577	0.00996553	0.0161507	0.0176946	0.00308553	0.0141674	0.00769753	0.0218316	0.00575905	0.0386705	0.130545	0.00841882	0.0303864	0.00476109	0.0248796	0.00238703	0.0103405	0.00602649	0.0481299	0.0219662	1.98882	0.670394	0.7050812	1.294919	0.168481	0.419553	0.762634	1.31124	2.38349	5.93539	1.287737	1.836553	0.9888802	0.112075	0.0525062	0.0196881	0.0319076	0.0349579	0.00609584	0.0279895	0.0152074	0.0431309	0.0113777	0.0763983	0.257908	0.0166324	0.0600321	0.00940611	0.0491526	0.00471586	0.0204289	0.0119061	0.0950864	0.0433969	0.593003	0.406997	0.5930029	0.5061698
972	-28.80202	-48.51611	19.71408	0.0989807	0.0156611	0.00405891	0.0582992	0.00774767	0.00356805	0.00126819	0.0251481	0.00156394	0.0602692	0.102023	0.0736336	0.000406882	0.0318999	0.0246837	0.0809575	0.050816	0.037173	0.0182832	0.0768332	0.00966435	1.10655	0.964484	1.945359	0.05464082	0.126281	0.364519	0.729902	1.37005	2.74334	7.91885	1.496208	0.02808778	0.3824317	0.126422	0.0200029	0.0051842	0.074462	0.00989562	0.00455725	0.00161978	0.0321202	0.00199753	0.0769781	0.130307	0.0940477	0.000519686	0.0407438	0.031527	0.103402	0.0649041	0.0474788	0.023352	0.0981343	0.0123437	0.936395	0.0636049	0.9363951	0.782939
1008	-23.28079	-42.8935	19.6127	0.193033	0.0947316	0.0114725	0.0361215	0.0382197	0.00725166	0.00763647	0.0549844	0.0248775	0.0034352	0.111246	0.0240701	0.00404378	0.0173182	0.0759323	0.113515	0.153461	0.010566	0.0191978	0.0493902	0.215246	0.0839833	1.30534	1.166725	0.8332752	0.43087	0.663239	0.87976	1.13667	1.50775	2.32089	0.6087868	0.7142003	0.02144609	0.152505	0.0748422	0.00906378	0.0285376	0.0301953	0.00572914	0.00603315	0.0434401	0.0196543	0.00271397	0.0878894	0.0190164	0.00319477	0.0136821	0.0599899	0.0896823	0.121241	0.00834765	0.0151671	0.0390205	0.170054	0.548902	0.451098	0.5489017	1.265751
1044	-31.79361	-48.84369	17.05008	0.00887583	0.00621151	0.0680468	0.0724838	0.184803	0.095902	0.043048	0.0330901	0.219353	0.00847629	0.17626	0.227105	0.0852675	0.0332904	0.155719	0.0598503	0.0282657	0.0635137	0.0348991	0.138706	0.736969	0.777024	1.07433	0.9851242	1.014876	0.721805	0.853004	0.951608	1.05085	1.17233	1.38542	0.2357209	1.030201	0.2410888	0.00357877	0.0025045	0.0274367	0.0292257	0.0745134	0.038668	0.0173571	0.013342	0.0884437	0.00341767	0.0710688	0.0915697	0.0343802	0.0134228	0.0627865	0.0241319	0.0113968	0.0256089	0.0140714	0.0559268	0.297149	0.176055	0.823945	0.1760551	2.480137
1080	-31.00392	-49.55582	18.5519	0.0390602	0.00292275	0.0118933	0.018359	0.0865804	0.000628217	0.0320587	0.0252512	0.0270808	0.0218109	0.02074	0.0530758	0.000725355	0.143165	0.00424367	0.00614311	0.215257	0.0281148	0.224619	0.156133	0.0280971	1.73274	0.755754	1.354669	0.6453314	0.557047	0.751745	0.914821	1.09311	1.33024	1.79518	0.423072	0.4763758	0.7642424	0.0340852	0.00255048	0.0103785	0.0160207	0.0755527	0.000548202	0.0279754	0.022035	0.0236315	0.0190329	0.0180984	0.0463156	0.000632967	0.12493	0.00370316	0.00536067	0.18784	0.0245338	0.196009	0.136247	0.0245184	0.610683	0.389317	0.6106834	1.14596
1116	-38.17475	-55.23253	17.05778	0.0354083	0.00181923	0.037784	0.00274894	0.17375	0.00279252	0.00405374	0.0168837	0.0951529	0.0827048	0.180832	0.014199	0.0553793	0.292489	0.0288346	0.0472008	0.00377417	0.184751	0.110823	0.0185027	0.00223008	2.87514	0.374954	1.372066	0.6279344	0.621793	0.79316	0.930256	1.07497	1.26078	1.60825	0.3435648	0.4576563	2.555993	0.0254349	0.00130681	0.0271415	0.00197465	0.12481	0.00200595	0.00291193	0.0121281	0.0683513	0.0594095	0.129897	0.0101996	0.0397807	0.210104	0.0207128	0.0339058	0.00271111	0.132713	0.0796078	0.0132911	0.00160194	0.507056	0.492944	0.5070555	1.392115
1152	-29.9702	-49.62532	19.65512	0.0215276	0.0325462	0.00561734	0.0495949	0.0721437	0.0149958	0.000836862	0.0208621	0.0103956	0.00940811	0.00905947	0.0186496	0.0419125	0.186182	0.0442448	0.058196	0.214162	0.0334009	0.0321291	0.0121138	0.0588177	1.36846	0.877179	1.974348	0.0256517	0.195465	0.451079	0.78007	1.28194	2.2169	5.11599	1.180317	0.01299249	0.5200239	0.0227373	0.0343751	0.00593299	0.0523818	0.0761977	0.0158385	0.000883888	0.0220344	0.0109798	0.00993677	0.00956855	0.0196976	0.0442677	0.196644	0.046731	0.0614662	0.226197	0.0352777	0.0339345	0.0127945	0.0621229	0.254096	0.745904	0.2540963	0.946797
1188	-30.48822	-50.04684	19.55863	0.0373938	0.175171	0.0267985	0.106565	0.128715	0.202327	0.00894555	0.0207404	0.0114233	0.0319447	0.0232776	0.011886	0.0364022	0.194224	0.0393526	0.04939	0.0590737	0.0425358	0.109262	0.0410904	0.0109733	1.66095	0.779685	1.96419	0.03580989	0.470556	0.69236	0.891634	1.12154	1.44434	2.12514	0.5450777	0.01823138	0.7100928	0.0273448	0.128096	0.0195968	0.0779275	0.0941248	0.147955	0.00654157	0.0151667	0.00835344	0.02336	0.0170221	0.00869179	0.0266196	0.14203	0.0287772	0.0361172	0.0431986	0.0311049	0.0798998	0.0300479	0.00802436	0.190824	0.809176	0.1908241	1.367493
1224	-37.6605	-54.80072	17.14022	0.0881605	0.0333668	0.0432375	0.00436205	0.0261731	0.00776107	0.0161791	0.050418	0.0283214	0.00233617	0.00634498	0.104461	0.0228813	0.0241216	0.00405621	0.0252788	0.015655	0.0235547	0.0463198	0.0166553	0.0222047	1.97256	0.675812	1.307047	0.6929526	0.0670097	0.267611	0.662814	1.50872	3.73676	14.9232	1.954396	0.5301664	0.9729355	0.144089	0.0545343	0.0706669	0.00712929	0.042777	0.0126846	0.026443	0.0824026	0.0462882	0.00381821	0.0103702	0.170731	0.037397	0.039424	0.00662941	0.0413154	0.0255863	0.0384975	0.0757045	0.0272212	0.0362911	0.247727	0.752273	0.2477269	0.6118497
1260	-34.44473	-51.22527	16.78054	0.216087	0.273193	0.0925002	0.0141315	0.051205	0.0578085	0.00822015	3.15026e-05	0.00974082	0.0244171	0.0181469	0.137275	0.047689	0.0213184	0.0790984	0.0522827	0.302692	0.0898831	0.0460573	0.0221758	0.23611	2.30052	0.566494	1.973949	0.02605135	0.0565218	0.246293	0.645869	1.5483	4.0602	17.6923	2.077469	0.01319758	1.353659	0.120044	0.151769	0.0513872	0.00785054	0.0284462	0.0321147	0.00456659	1.75008e-05	0.00541138	0.0135646	0.0100813	0.076261	0.026493	0.0118431	0.043942	0.0290449	0.168156	0.0499333	0.0255865	0.0123194	0.131167	0.124357	0.875643	0.1243574	1.800063
