Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
2700	-34.92384	-52.34142	17.41758	0.039046	0.143899	0.0469224	0.0563166	0.0276458	0.0446599	0.0269078	0.134172	0.282137	0.377978	0.0612341	0.198797	0.0978987	0.045994	0.0149529	0.225574	0.0225403	0.0444128	0.0523172	0.0498757	1.47273e-05	0.523112	1.15896	0.8148972	1.185103	0.475701	0.696041	0.89311	1.11968	1.4367	2.10216	0.5372155	1.454297	0.1504539	0.0195887	0.0721918	0.0235401	0.028253	0.0138694	0.0224051	0.0134991	0.0673116	0.141543	0.189625	0.03072	0.0997326	0.049114	0.0230744	0.00750159	0.113166	0.0113081	0.0222811	0.0262466	0.0250217	7.38843e-06	0.222738	0.777262	0.2227382	1.993295
2736	-31.69678	-48.69738	17.0006	0.199897	0.122411	0.0317226	0.0502644	0.154304	0.043645	0.2734	0.00348777	0.147055	0.0525742	0.140128	0.0376768	0.170064	0.00820946	0.139358	0.182587	0.0254379	0.0632037	0.0481233	0.0256939	0.0455307	1.10414	0.965288	0.9382681	1.061732	0.398249	0.638255	0.869284	1.15037	1.56677	2.51099	0.6657137	1.131587	0.381281	0.101741	0.0623026	0.0161457	0.0255828	0.0785353	0.0222137	0.139151	0.00177515	0.0748457	0.0267584	0.0713202	0.0191762	0.0865566	0.00417832	0.0709285	0.0929301	0.012947	0.0321684	0.0244931	0.0130773	0.0231735	0.591779	0.408221	0.5917795	1.964774
2772	-31.17696	-48.7171	17.54015	0.0721026	0.0865134	0.0326838	0.0282902	0.0418006	0.0192614	0.00219818	0.00346391	0.0282616	0.00309863	0.0556426	0.00667869	0.0422007	0.0171936	0.0769951	0.0488141	0.105938	0.0970421	0.0397058	0.0138918	0.0540014	2.19464	0.601785	1.459844	0.5401559	0.135679	0.377507	0.737918	1.35516	2.64896	7.37032	1.444302	0.3700093	1.215629	0.0823298	0.0987846	0.0373197	0.032303	0.0477296	0.0219935	0.00250998	0.00395524	0.0322702	0.00353814	0.063535	0.00762601	0.0481865	0.0196323	0.0879162	0.055738	0.120964	0.110807	0.0453378	0.0158623	0.0616611	0.267844	0.732156	0.2678441	0.8757783
2808	-39.72735	-53.08466	13.35731	0.0130346	0.0122484	0.000445759	0.00232518	0.00488743	0.00287506	0.00398075	0.0103332	0.00419665	0.0209499	0.0246203	0.0311787	0.0100504	0.0119502	0.011419	0.00959706	0.0105461	0.0105177	0.0103206	0.024351	0.0784947	1.02762	0.990793	0.09149445	1.908506	0.0856151	0.30158	0.687991	1.45351	3.31587	11.6802	1.777226	20.85925	0.3457237	0.0422757	0.0397258	0.00144576	0.0075414	0.0158517	0.00932484	0.012911	0.0335143	0.0136112	0.067948	0.0798523	0.101124	0.0325971	0.0387589	0.0370359	0.0311267	0.0342047	0.0341125	0.0334734	0.078979	0.254586	0.554831	0.445169	0.5548306	0.3083226
2844	-41.31675	-55.18465	13.8679	0.161166	0.0100271	0.0879404	0.0048388	0.0147658	0.000174415	0.0124819	0.00151505	0.0488726	0.0492919	0.0272749	0.0810212	0.0596914	0.0168229	0.00514266	0.0143766	0.0191858	0.0547017	0.0377428	0.0229641	0.0848901	3.59634	0.134553	1.561961	0.4380387	0.0213944	0.15335	0.557119	1.79495	6.52104	46.7412	2.779929	0.2804415	8.90938	0.197777	0.0123048	0.107917	0.00593799	0.01812	0.000214036	0.0153174	0.00185921	0.0599746	0.0604892	0.0334707	0.0994261	0.073251	0.0206444	0.00631088	0.0176424	0.023544	0.0671279	0.0463165	0.0281807	0.104174	0.464625	0.535375	0.464625	0.8148885
2880	-25.60396	-42.71039	17.10643	0.0622165	0.0460109	0.00553937	0.00496743	0.0912267	0.0419186	0.0340889	0.0232962	0.0543189	0.021888	0.0302352	0.124857	0.0224005	0.191785	0.0615785	0.0562666	0.0366722	0.0918936	0.00292258	0.0508578	0.329793	0.084655	1.30511	0.2673541	1.732646	0.62592	0.795723	0.931193	1.07389	1.25672	1.59765	0.3387811	6.480716	0.02162135	0.0449303	0.0332273	0.00400031	0.00358728	0.0658803	0.030272	0.0246177	0.0168236	0.039227	0.0158066	0.0218347	0.0901668	0.0161768	0.1385	0.0444695	0.0406335	0.0264832	0.0663619	0.00211057	0.0367275	0.238164	0.647639	0.352361	0.6476391	1.384734
2916	-35.92882	-52.79141	16.8626	0.00107015	0.146443	0.0180619	0.00847865	0.0392617	0.0031296	0.0422384	0.0425057	0.015964	0.0114393	0.00542847	0.00646829	0.107078	0.00846319	0.18715	0.021895	0.0200877	0.0257868	0.165068	0.134983	0.0815691	0.316234	1.22792	0.4381132	1.561887	0.131424	0.371685	0.734349	1.36175	2.69045	7.60898	1.467345	3.56503	0.08584544	0.000979475	0.134036	0.0165316	0.00776028	0.0359352	0.00286444	0.0386597	0.0389043	0.0146114	0.0104701	0.00496854	0.00592025	0.0980059	0.00774612	0.171294	0.0200399	0.0183857	0.023602	0.151082	0.123546	0.0746579	0.091086	0.908914	0.09108601	1.09257
2952	-26.58797	-45.33461	18.74664	0.0512221	0.228175	0.0169429	0.0462751	0.154655	0.0132547	0.00424104	0.0446631	0.0180353	0.0707449	0.0572002	0.029893	0.1704	0.191689	0.327944	0.00289601	0.0556429	0.0765165	0.326719	0.0187951	0.180732	1.63227	0.789244	1.825062	0.1749377	0.964801	0.982676	0.994563	1.00547	1.01763	1.03648	0.02590984	0.095853	0.6893809	0.0245477	0.109351	0.00811973	0.0221769	0.0741167	0.00635217	0.00203248	0.0214043	0.00864325	0.0339038	0.0274126	0.0143259	0.0816627	0.0918649	0.157164	0.00138789	0.0266663	0.0366698	0.156577	0.00900735	0.0866141	0.11961	0.88039	0.1196096	2.086636
2988	-30.25987	-46.16126	15.90138	0.183744	0.346496	0.0655855	0.0328584	0.0453442	0.0955766	0.159001	0.0622419	0.0727231	0.0191572	0.0364775	0.0186006	0.0520208	0.0591155	0.279309	0.0196605	0.173369	0.0349202	0.073233	0.277717	0.0312473	2.75435	0.415217	1.649831	0.3501689	0.201774	0.458122	0.783849	1.27576	2.18282	4.95603	1.157348	0.2122453	2.211174	0.0859259	0.162035	0.0306704	0.0153659	0.0212048	0.0446954	0.074355	0.0291068	0.0340082	0.00895865	0.0170584	0.0086984	0.024327	0.0276448	0.130616	0.00919404	0.0810745	0.0163301	0.0342467	0.129871	0.0146125	0.0824029	0.917597	0.08240291	2.138397
3024	-31.12299	-49.95637	18.83337	0.0444904	0.00686663	0.0158767	0.00240194	0.0306931	0.0196121	0.0123765	0.0130092	0.0285931	0.0337943	0.0212967	0.0378313	0.0331225	0.0308393	0.00201923	0.0112798	0.0118154	0.00394698	0.167186	0.032432	0.0403465	0.775283	1.07491	1.971841	0.02815901	0.0203101	0.149509	0.552728	1.80921	6.68856	49.2365	2.817535	0.01428057	0.240419	0.0741717	0.0114476	0.0264686	0.00400437	0.0511697	0.032696	0.0206334	0.0216882	0.0476686	0.0563398	0.0355046	0.06307	0.0552199	0.0514134	0.00336634	0.018805	0.0196979	0.00658016	0.278723	0.0540687	0.0672631	0.614608	0.385392	0.6146078	0.5998301
3060	-30.64919	-49.37579	18.7266	0.075457	0.0774835	0.0140078	0.00477813	0.0179426	0.00677143	0.00124362	0.0247295	0.00259794	0.0215066	0.0547083	0.00814488	0.0562674	0.0663269	0.00870037	0.00986146	0.00551724	0.0100888	0.00049413	0.0194104	0.022185	1.07275	0.975751	1.510925	0.4890754	0.105688	0.334207	0.710398	1.40766	2.99216	9.46179	1.624925	0.3236928	0.3664694	0.148472	0.15246	0.0275622	0.00940164	0.0353045	0.0133237	0.00244701	0.0486587	0.00511181	0.0423173	0.107646	0.0160262	0.110714	0.130507	0.0171192	0.0194038	0.0108559	0.0198511	0.00097227	0.0381927	0.0436521	0.414283	0.585717	0.4142828	0.5082228
3096	-32.49833	-50.87694	18.37861	0.0253691	0.0459317	0.00765503	0.0127484	0.00617375	0.013813	0.000355739	0.0352898	0.0215454	0.0114139	0.0061562	0.0574962	0.0632491	0.00271579	0.018859	0.0174569	0.0613608	0.0503906	0.0397562	0.000922461	0.0115032	0.212085	1.26264	1.731303	0.2686966	0.00908616	0.100994	0.489056	2.04475	9.90154	110.057	3.399148	0.155199	0.05598981	0.0497275	0.0900335	0.0150051	0.0249889	0.0121015	0.0270757	0.000697306	0.0691737	0.0422324	0.022373	0.0120671	0.112702	0.123978	0.00532338	0.0369667	0.0342183	0.120277	0.0987736	0.0779285	0.00180817	0.0225481	0.417918	0.582082	0.4179179	0.5101622
3132	-34.34752	-52.27869	17.93117	0.0393861	0.10907	0.0274346	0.0520153	0.28538	0.036234	0.0250307	0.0277285	0.0288349	0.0409094	0.0733256	0.0120775	0.293517	0.0399299	0.0147406	0.0112077	0.0965663	0.0519932	0.147377	0.106905	0.106219	0.442628	1.18579	1.492603	0.5073973	0.0650617	0.263789	0.659846	1.51551	3.79092	15.37	1.975727	0.3399413	0.1244254	0.0242245	0.0670834	0.0168737	0.0319921	0.175523	0.0222858	0.0153952	0.0170544	0.0177349	0.0251614	0.045099	0.00742831	0.180528	0.0245589	0.00906621	0.0068933	0.0593932	0.0319785	0.0906444	0.0657518	0.06533	0.241664	0.758336	0.2416641	1.625882
3168	-34.22601	-53.03066	18.80464	0.099429	0.0202348	0.125287	0.0282539	0.172509	0.0138519	0.00600446	0.0179736	0.0763567	0.0316028	0.417895	0.0335826	0.082381	0.0334964	0.00239954	0.113825	0.110607	0.0389626	0.110389	0.0475449	0.374544	0.506755	1.16441	1.779468	0.2205324	0.201509	0.457828	0.783692	1.27601	2.18423	4.96257	1.158301	0.1239317	0.1450673	0.0508035	0.010339	0.0640159	0.0144364	0.0881436	0.00707767	0.00306799	0.00918364	0.0390146	0.0161475	0.213524	0.0171591	0.0420927	0.0171151	0.00122605	0.0581592	0.056515	0.019908	0.0564037	0.0242931	0.191374	0.769725	0.230275	0.7697248	1.957132
3204	-26.42042	-45.87441	19.45398	0.210674	0.0619328	0.0246019	0.00589941	0.011107	0.00324415	0.0445658	0.0923115	0.062141	0.0740262	0.165533	0.0969282	0.0819973	0.202779	0.120426	0.0188002	0.00994454	0.0568144	0.00217699	0.00352067	0.065066	0.189572	1.27014	1.16293	0.8370695	0.535	0.737085	0.909218	1.09985	1.3567	1.86916	0.4522719	0.7197933	0.04975093	0.14894	0.0437846	0.0173928	0.00417069	0.0078523	0.00229351	0.0315066	0.0652613	0.0439317	0.0523342	0.117026	0.0685252	0.0579695	0.143358	0.0851375	0.0132912	0.00703048	0.040166	0.00153906	0.002489	0.0459996	0.599098	0.400902	0.5990977	1.41449
3240	-39.133	-56.36779	17.23479	0.301633	0.252743	0.072429	0.0726302	0.141957	0.0994683	0.0260151	0.117793	0.096738	0.0831323	0.473853	0.0497438	0.0121525	0.219777	0.177951	0.0369231	0.0903945	0.0693905	0.151135	0.0225664	0.198536	0.526793	1.15774	1.06657	0.9334299	0.973324	0.9869	0.995894	1.00412	1.01327	1.02741	0.01955037	0.8751698	0.1516733	0.109012	0.0913431	0.0261764	0.0262491	0.0513044	0.0359486	0.00940204	0.0425712	0.0349618	0.0300446	0.171254	0.0179778	0.004392	0.079429	0.0643129	0.0133443	0.0326692	0.0250782	0.0546213	0.00815568	0.0717523	0.0273837	0.972616	0.02738366	2.766962
3276	-36.55776	-54.26468	17.70692	0.0296606	0.0346182	0.0200172	0.107045	0.0724059	0.00637712	0.00342153	0.00876328	0.00566848	0.0641179	0.0910959	0.0805052	0.070912	0.00966705	0.0731157	0.0334	0.0457694	0.0966143	0.0334115	0.0314744	0.050036	0.536781	1.15441	0.3719053	1.628095	0.754895	0.871856	0.95812	1.04371	1.14698	1.32469	0.2033105	4.377713	0.1549947	0.030638	0.035759	0.0206768	0.110573	0.074792	0.00658728	0.00353428	0.00905207	0.00585529	0.0662309	0.094098	0.0831582	0.0732489	0.00998562	0.0755252	0.0345007	0.0472777	0.0997982	0.0345126	0.0325117	0.0516849	0.373641	0.626359	0.3736411	0.9680967
3312	-39.32685	-57.09267	17.76582	0.0837529	0.0690714	0.0623161	0.00452463	0.0559993	0.00665737	0.0582108	0.0558086	0.00109301	0.115901	0.0413141	0.0612467	0.00580767	0.0605378	0.0228449	0.0261584	0.0578705	0.115816	0.102652	0.0279019	0.0446755	1.64839	0.783871	1.735365	0.2646349	0.0527771	0.238196	0.639168	1.56453	4.19823	18.9476	2.127035	0.1524952	0.7009601	0.0775375	0.0639456	0.0576915	0.00418885	0.0518436	0.00616332	0.0538909	0.051667	0.0010119	0.1073	0.0382481	0.0567015	0.00537668	0.0560452	0.0211495	0.0242171	0.0535759	0.107221	0.0950338	0.0258313	0.0413601	0.952204	0.0477963	0.9522037	1.08016
3348	-28.56265	-45.74726	17.18461	0.0086327	0.0367608	0.00837537	0.00181114	0.00314771	0.012409	0.00181072	0.00542375	0.0216888	0.0193121	0.026152	0.0188557	0.0161807	0.0101029	0.0641854	0.00384282	0.0449779	0.0174415	0.0335665	0.00406547	0.00891432	0.26096	1.24635	0.4730024	1.526998	0.0939406	0.315543	0.697775	1.43313	3.16914	10.645	1.710125	3.228308	0.06979318	0.0234803	0.0999865	0.0227804	0.00492615	0.00856153	0.0337516	0.00492502	0.0147522	0.0589918	0.0525275	0.0711313	0.051286	0.0440103	0.0274792	0.17458	0.0104522	0.122337	0.0474397	0.0912982	0.0110578	0.0242463	0.373084	0.626916	0.3730838	0.3676573
3384	-27.92399	-48.53644	20.61244	0.0858774	0.115476	0.0189291	0.0281107	0.087172	0.0237703	0.0152977	0.0457577	0.0314501	0.152838	0.15935	0.078805	0.0685559	0.0792212	0.171574	0.156193	0.0462719	0.0720671	0.0669005	0.0214575	0.0747658	0.0750179	1.30833	1.887302	0.1126982	0.389933	0.63172	0.866498	1.15407	1.58298	2.56455	0.6809728	0.05971392	0.01911294	0.0536787	0.0721796	0.0118319	0.0175709	0.0544879	0.0148579	0.00956204	0.0286014	0.0196582	0.0955334	0.0996036	0.049258	0.0428517	0.0495182	0.107245	0.0976305	0.0289228	0.0450464	0.041817	0.0134123	0.0467332	0.00482474	0.995175	0.004824745	1.599842
3420	-34.19841	-51.34482	17.14642	0.223228	0.181228	0.016186	0.0111311	0.0203078	0.0496207	0.00180404	0.0411995	0.00205483	0.0614888	0.0507247	0.0521097	0.112318	0.000384191	0.125068	0.00964576	0.101972	0.0464236	0.0131602	0.0167889	0.0302346	0.666233	1.11126	0.3194317	1.680568	0.809158	0.901878	0.968293	1.03275	1.1088	1.23585	0.1531181	5.261119	0.1998438	0.19127	0.155283	0.0138688	0.0095376	0.0174005	0.042517	0.00154577	0.0353014	0.00176066	0.0526861	0.043463	0.0446497	0.096239	0.000329191	0.107163	0.00826488	0.0873739	0.0397776	0.0112762	0.0143854	0.0259063	0.496076	0.503924	0.496076	1.167078
3456	-38.2315	-52.36037	14.12887	0.130787	0.0215893	0.013159	0.0163591	0.0380954	0.0154924	0.00304387	0.00443843	0.00132948	0.00066287	0.0608593	0.00374455	0.0425051	0.000485742	0.00204182	0.0129932	0.141025	0.0131099	0.0112742	0.000780459	0.0282457	1.11304	0.962318	0.1391253	1.860875	0.0859657	0.302181	0.688419	1.4526	3.30927	11.6326	1.774272	13.37553	0.3855428	0.232708	0.0384136	0.0234137	0.0291076	0.0677828	0.0275655	0.00541595	0.00789727	0.00236553	0.00117944	0.108286	0.00666264	0.0756289	0.000864278	0.003633	0.0231187	0.250924	0.0233263	0.0200602	0.00138867	0.0502574	0.617489	0.382511	0.6174891	0.562021
3492	-32.75266	-50.0723	17.31964	0.288243	0.110447	0.0647718	0.00636291	0.162814	0.0357519	0.0114375	0.16157	0.00753122	0.00801065	0.0711664	0.478491	0.00280393	0.144078	0.050474	0.11341	0.0799855	0.0729991	0.00271902	0.0373074	0.11445	0.714384	1.09521	0.842238	1.157762	0.545498	0.744104	0.91191	1.0966	1.3439	1.83319	0.4382203	1.374626	0.2174277	0.142355	0.0545464	0.0319889	0.00314246	0.080409	0.0176568	0.00564864	0.0797945	0.00371945	0.00395623	0.035147	0.236313	0.00138478	0.0711558	0.0249276	0.0560097	0.0395025	0.0360521	0.00134284	0.018425	0.0565233	0.061814	0.938186	0.061814	2.024822
3528	-36.4907	-52.07363	15.58293	0.0725997	0.0440943	0.00221773	0.0314966	0.00413071	0.00337177	0.000310314	0.0696492	0.00646635	0.0153887	0.0122171	0.0217136	0.002838	0.124798	0.00248294	0.0386359	0.0543184	0.0924486	0.0480864	0.00152459	0.0368956	3.49248	0.169172	1.810016	0.1899838	0.0554377	0.243978	0.643969	1.55287	4.09873	18.0383	2.091474	0.1049625	6.88153	0.105879	0.064307	0.00323432	0.0459345	0.00602421	0.00491738	0.00045256	0.101576	0.0094305	0.0224429	0.0178173	0.0316671	0.00413893	0.182005	0.00362111	0.0563465	0.0792178	0.134827	0.070129	0.00222346	0.0538085	0.0552221	0.944778	0.05522215	0.6856845
3564	-31.73652	-47.0661	15.32958	0.0946746	0.231823	0.0404773	0.0236133	0.0674977	0.0259239	0.00858405	0.00912546	0.0252083	0.0355584	0.0134751	0.075982	0.000222295	0.227119	0.0245463	0.0656502	0.0604053	0.0149513	0.136758	0.0732317	0.0259462	0.0582723	1.31391	0.1022362	1.897764	0.460421	0.685046	0.888685	1.12526	1.45976	2.17193	0.5608226	18.56255	0.01478345	0.0739199	0.181002	0.0316038	0.0184368	0.0527008	0.0202408	0.00670224	0.00712496	0.0196821	0.0277632	0.010521	0.0593251	0.000173563	0.177329	0.0191652	0.0512582	0.0471632	0.0116736	0.106778	0.0571777	0.0202582	0.930443	0.0695573	0.9304427	1.280773
3600	-33.06027	-51.22547	18.1652	0.354248	0.338594	0.047194	0.0540567	0.075983	0.0674798	0.0126717	0.0310613	0.18194	0.152679	0.00506861	0.119824	0.0060017	0.10228	0.0900182	0.0068103	0.0517132	0.0807422	0.126561	0.0680251	0.0365517	0.306105	1.2313	1.184427	0.815573	0.338811	0.589874	0.848166	1.17901	1.69528	2.9515	0.7825871	0.6885801	0.08286781	0.176286	0.168496	0.0234854	0.0269005	0.0378118	0.0335803	0.00630589	0.0154572	0.0905399	0.0759784	0.00252232	0.0596285	0.00298666	0.0508982	0.0447962	0.00338905	0.0257343	0.0401801	0.0629814	0.0338517	0.0181894	0.214208	0.785792	0.2142077	2.009504
3636	-37.69273	-50.08671	12.39398	0.0105297	0.0186301	0.000441637	0.00300516	0.00383633	0.00459104	0.0023351	0.020493	0.00312626	0.0028719	0.0185612	0.0127896	0.00251856	0.00618662	0.00721701	0.0027225	0.00728657	0.0148106	0.0228791	0.0025479	0.00475439	3.1457	0.284768	0.4574984	1.542502	0.021264	0.152893	0.556601	1.79662	6.54051	47.0278	2.78435	3.3716	3.682173	0.0611714	0.10823	0.00256565	0.0174582	0.0222869	0.0266713	0.0135656	0.119052	0.0181617	0.0166841	0.10783	0.0743003	0.0146314	0.0359406	0.0419267	0.0158161	0.0423307	0.0860411	0.132914	0.0148018	0.0276203	0.293555	0.706445	0.2935554	0.1721343
3672	-41.66878	-55.68131	14.01253	0.0594399	0.0259045	0.0411646	0.078388	0.00256184	0.0347398	0.0309084	0.00128649	0.00409653	0.0141971	0.00240396	0.0268217	0.0524148	0.0101778	0.00127002	0.075257	0.0425753	0.0831207	0.136979	0.00216227	0.0407181	1.31218	0.895941	0.2959514	1.704049	0.0179802	0.140883	0.542575	1.84306	7.09808	55.6167	2.905641	5.757866	0.4881924	0.0775382	0.033792	0.0536985	0.102256	0.00334188	0.0453174	0.0403194	0.0016782	0.00534385	0.0185198	0.00313592	0.0349884	0.0683741	0.0132767	0.00165672	0.0981713	0.0555387	0.108429	0.178687	0.00282064	0.053116	0.38863	0.61137	0.3886304	0.7665883
3708	-35.74413	-50.76233	15.0182	0.0424714	0.0207241	0.0118043	0.0047786	0.0038973	0.00214533	0.0105497	0.000173919	0.0042635	0.0262829	0.00786821	0.00599785	0.025464	0.00862654	0.000450855	0.0477247	0.00257465	0.00745988	0.0528146	0.000215515	0.00252977	2.40638	0.531208	0.6435301	1.35647	0.0539089	0.240673	0.641234	1.55949	4.15501	18.5498	2.111694	2.107858	1.510002	0.147052	0.0717548	0.0408712	0.0165454	0.013494	0.00742798	0.0365273	0.000602174	0.0147619	0.0910017	0.0272428	0.0207669	0.0881665	0.0298685	0.00156104	0.165242	0.00891446	0.025829	0.182865	0.000746196	0.00875905	0.34584	0.65416	0.3458405	0.2888176
3744	-33.36149	-50.63846	17.27698	0.147802	0.0904804	0.0637184	0.039475	0.0100158	0.00736001	0.00844852	0.0630404	0.00982288	0.0588654	0.00252735	0.0598663	0.0514559	0.0562536	0.00727867	0.0506016	0.0126061	0.036211	0.151942	0.0381067	0.00393252	0.531839	1.15605	0.3431501	1.65685	0.499487	0.712803	0.899765	1.1114	1.40291	2.00205	0.5019353	4.828353	0.1533489	0.152403	0.093297	0.0657019	0.0407038	0.0103276	0.00758912	0.00871151	0.0650028	0.0101287	0.0606978	0.00260603	0.0617299	0.0530577	0.0580048	0.00750525	0.0521768	0.0129985	0.0373383	0.156672	0.039293	0.00405493	0.380498	0.619502	0.3804981	0.9698106
3780	-42.15469	-49.53889	7.3842	0.0174698	0.0159868	0.00272529	0.00735973	0.00570975	0.0010336	0.0066418	0.00241325	0.00181538	0.00365572	0.014976	0.0571902	0.00767515	0.00287049	0.000220248	0.0129097	0.0188261	0.00488358	0.00197758	0.0240941	0.00755618	3.41738	0.194207	0.05950216	1.940498	0.00606314	0.0829117	0.459863	2.17456	12.061	164.931	3.691648	32.61223	5.865539	0.0801404	0.073337	0.0125019	0.0337617	0.0261927	0.00474149	0.0304683	0.0110704	0.00832779	0.0167701	0.0687003	0.262352	0.0352087	0.013168	0.00101036	0.0592212	0.0863621	0.0224027	0.00907184	0.110528	0.0346629	0.515905	0.484095	0.5159046	0.2179904
3816	-28.47662	-49.51366	21.03704	0.000185664	0.0686524	0.0126403	0.0460346	0.00608672	0.00370222	0.0173887	0.0286042	0.0443173	0.00413406	0.0354988	0.0369311	0.0105776	0.0581546	0.0670234	0.0227539	0.0140195	0.00379185	0.0345031	0.0113327	0.0388882	0.190479	1.26984	1.887124	0.1128759	0.201359	0.457662	0.783603	1.27616	2.18502	4.96625	1.158837	0.05981369	0.05000081	0.00032848	0.121461	0.0223635	0.0814453	0.0107687	0.00655003	0.0307645	0.0506071	0.0784069	0.00731406	0.0628052	0.0653392	0.0187141	0.102888	0.118579	0.0402567	0.0248036	0.00670861	0.0610436	0.02005	0.0688018	0.265576	0.734424	0.2655761	0.5652212
3852	-24.73522	-45.24242	20.5072	0.0532099	0.157024	0.0270618	0.0381054	0.231612	0.0642091	0.027651	0.0400621	0.0235393	0.0195658	0.0757183	0.149738	0.223561	0.173933	0.0446761	0.0770096	0.0496126	0.006032	0.0596009	0.0352876	0.0289733	0.333774	1.22208	1.852825	0.147175	0.606293	0.783454	0.926689	1.07911	1.2764	1.64937	0.3618181	0.07943273	0.09104024	0.0331282	0.0977622	0.0168485	0.0237242	0.144201	0.0399762	0.0172154	0.0249424	0.0146554	0.0121815	0.0471418	0.0932259	0.139188	0.108289	0.0278151	0.0479458	0.0308886	0.00375549	0.0371072	0.0219699	0.0180386	0.0449181	0.955082	0.04491809	1.606182
3888	-35.39248	-52.35946	16.96698	0.05417	0.112425	0.0191484	0.00905796	0.0406723	0.0021367	0.0130002	0.0374958	0.00332588	0.00333108	0.0425836	0.0333302	0.0538179	0.0407103	0.0120153	0.0302347	0.0104044	0.00471696	0.0116215	0.000500322	0.0324914	1.34849	0.883835	0.7891993	1.210801	0.0955733	0.318205	0.699607	1.42937	3.14262	10.4632	1.697666	1.534214	0.508577	0.0955058	0.198214	0.0337602	0.0159699	0.0717084	0.00376717	0.0229204	0.066108	0.00586378	0.00587296	0.0750781	0.0587638	0.094885	0.0717753	0.021184	0.0533061	0.0183438	0.00831637	0.0204897	0.000882106	0.0572848	0.827057	0.172943	0.8270572	0.5671903
3924	-27.59803	-45.44757	17.84953	0.108598	0.179603	0.0106388	0.0212385	0.010977	0.00371529	0.0172718	0.0984286	0.0176937	0.0405102	0.135743	0.177848	0.348917	0.0957126	0.0674339	0.289015	0.0229395	0.00770477	0.14378	0.0592779	0.235384	0.533126	1.15562	1.158344	0.8416557	0.411157	0.648262	0.873514	1.1448	1.54259	2.43216	0.6426486	0.7266023	0.1537773	0.0519006	0.0858345	0.00508444	0.0101501	0.00524604	0.00177559	0.0082544	0.0470403	0.00845606	0.0193603	0.0648736	0.0849959	0.166752	0.0457423	0.0322275	0.138124	0.0109631	0.00368221	0.0687142	0.0283297	0.112493	0.435474	0.564526	0.4354744	2.092431
3960	-35.2145	-48.88686	13.67236	0.0595828	0.313825	0.000764535	0.0194188	0.114715	0.119283	0.0214691	0.197077	0.0293942	0.0144174	0.320549	0.263411	0.168141	0.584608	0.0196637	0.284701	0.122455	0.0518737	0.181044	0.128677	0.104489	2.9996	0.333468	1.223948	0.7760524	0.433079	0.664895	0.880445	1.13579	1.504	2.30905	0.6050895	0.6340569	2.998391	0.0190998	0.100599	0.000245078	0.00622486	0.0367729	0.0382371	0.00688208	0.0631747	0.00942255	0.00462161	0.102755	0.0844385	0.0538989	0.187401	0.00630336	0.0912633	0.039254	0.0166285	0.0580351	0.0412485	0.0334947	0.105024	0.894976	0.1050244	3.11956
3996	-28.11902	-46.4816	18.36258	0.00944696	0.257632	0.126673	0.0416177	0.00967734	0.0191162	0.0578692	0.105047	0.0815038	0.0333122	0.253279	0.081701	0.02228	0.19508	0.0397678	0.12585	0.0149382	0.120711	0.02492	0.0541908	0.00457436	0.418983	1.19367	1.141029	0.8589712	0.313223	0.56771	0.838093	1.19319	1.76146	3.19262	0.8393676	0.7528042	0.1170012	0.00562591	0.153427	0.075437	0.0247844	0.0057631	0.0113842	0.0344626	0.0625583	0.0485376	0.0198383	0.150834	0.0486551	0.0132683	0.116175	0.0236827	0.0749471	0.00889608	0.0718865	0.0148405	0.032272	0.00272415	0.136152	0.863848	0.1361517	1.679188
4032	-29.62502	-47.52548	17.90046	0.00052114	0.042485	0.00399739	0.00284994	0.0149183	0.0180718	0.0556932	0.0364035	0.0286538	0.00173098	0.097224	0.0286378	0.021959	0.0535243	0.0358973	0.00188157	0.0087691	0.00820539	0.00621654	0.0112235	0.000235384	0.186738	1.27109	0.5858932	1.414107	0.124851	0.3625	0.728639	1.37242	2.75862	8.00956	1.504443	2.413591	0.04897058	0.00108775	0.0886769	0.00834357	0.00594854	0.0311383	0.0377203	0.116246	0.0759832	0.0598077	0.00361298	0.202931	0.0597743	0.0458339	0.111719	0.0749267	0.00392731	0.0183033	0.0171267	0.0129755	0.0234264	0.000491305	0.181913	0.818087	0.1819134	0.4790989
